SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,BPS,CHC,DELAY,RSSI,SNR,TOA,RTOA,ATT,ETX
6,878,500.0,8.0,20,1.0,100.0,10.0,80.0,1.0,1500.0,1.0,136.8,-68.6,3.7,6.0,37.4,1.0,9.4
7,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,642.0,1.0,93.2,-71.0,6.1,14.0,15.8,1.0,3.8
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,375.0,1.0,119.0,-73.2,7.55,24.0,27.6,1.0,7.0
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,187.0,1.0,179.2,-71.8,8.1,48.0,55.6,1.0,14.0
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,113.0,1.0,267.6,-69.2,7.5,79.0,94.6,1.0,24.6
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,57.0,1.0,477.0,-83.6,7.05,157.0,189.4,1.0,49.4
12,878,125.0,8.0,20,0.0,100.0,10.0,80.0,1.0,7.0,1.0,3407.2,-69.0,9.2,1254.0,1516.0,1.0,400.0
12,878,250.0,8.0,20,0.0,100.0,10.0,80.0,1.0,14.0,1.0,1732.8,-69.4,10.3,627.0,757.8,1.0,199.8
12,878,500.0,5.0,20,0.0,100.0,10.0,80.0,1.0,37.0,1.0,724.4,-71.4,6.55,265.0,305.0,1.0,80.0
12,878,500.0,6.0,20,0.0,100.0,10.0,80.0,1.0,35.0,1.0,782.0,-70.0,7.2,281.0,329.4,1.0,86.4
12,878,500.0,7.0,20,0.0,100.0,10.0,80.0,1.0,33.0,1.0,839.0,-69.6,6.25,297.0,354.2,1.0,93.0
12,878,500.0,8.0,14,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.2,-71.2,5.1,314.0,378.8,1.0,36.0
12,878,500.0,8.0,15,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.6,-70.4,5.05,314.0,379.0,1.0,36.0
12,878,500.0,8.0,16,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.0,-69.4,6.25,314.0,378.6,1.0,36.0
12,878,500.0,8.0,17,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.6,-69.2,6.1,314.0,379.0,1.0,100.0
12,878,500.0,8.0,20,0.0,100.0,6.0,80.0,1.0,35.0,1.0,830.8,-69.2,5.9,281.0,346.0,1.0,91.0
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,28.0,1.0,830.8,-80.8,6.7,314.0,378.8,1.0,99.8
12,878,500.0,8.0,20,0.0,100.0,20.0,80.0,1.0,25.0,1.0,1060.2,-69.4,6.4,396.0,460.4,1.0,121.0
12,878,500.0,8.0,20,0.0,100.0,30.0,80.0,1.0,20.0,1.0,1223.8,-70.0,6.05,478.0,542.8,1.0,143.0
12,878,500.0,8.0,20,0.0,100.0,40.0,80.0,1.0,17.0,1.0,1387.8,-69.2,6.25,560.0,624.4,1.0,164.4
12,878,500.0,8.0,20,0.0,100.0,50.0,80.0,1.0,15.0,1.0,1551.6,-69.2,6.1,642.0,706.4,1.0,186.0
