SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,BPS,CHC,DELAY,RSSI,SNR,TOA,RTOA,ATT,ETX
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,31.847,1,1019.072,-80.41,6.72,314.0,379.536,1,10.02
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,31.847,1,1019.072,-82.98,6.115,314.0,379.536,1,10.02
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,31.847,1,1019.072,-75.4,7.898,314.0,379.536,1,10.02
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,31.847,1,1019.072,-76.52,7.634,314.0,379.536,1,10.02
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,31.847,1,1019.072,-78.04,7.277,314.0,379.536,1,10.02
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,63.694,1,477.536,-73.36,8.796,157.0,189.768,1,5.01
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,63.694,1,477.536,-76.12,8.147,157.0,189.768,1,5.01
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,63.694,1,477.536,-80.57,7.101,157.0,189.768,1,5.01
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,63.694,1,477.536,-79.8,7.282,157.0,189.768,1,5.01
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,63.694,1,477.536,-77.14,7.907,157.0,189.768,1,5.01
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,105.263,1,300.768,-79.61,8.47,95.0,111.384,1,2.941
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,105.263,1,300.768,-81.43,8.042,95.0,111.384,1,2.941
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,105.263,1,300.768,-77.33,9.006,95.0,111.384,1,2.941
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,105.263,1,300.768,-81.43,8.042,95.0,111.384,1,2.941
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,105.263,1,300.768,-76.45,9.213,95.0,111.384,1,2.941
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,208.333,1,181.384,-78.46,8.835,48.0,56.192,1,1.483
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,208.333,1,181.384,-75.32,9.574,48.0,56.192,1,1.483
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,208.333,1,181.384,-79.73,8.537,48.0,56.192,1,1.483
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,208.333,1,181.384,-83.64,7.617,48.0,56.192,1,1.483
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,208.333,1,181.384,-83.17,7.728,48.0,56.192,1,1.483
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,416.667,1,120.192,-76.63,8.907,24.0,28.096,1,0.742
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,416.667,1,120.192,-77.2,8.773,24.0,28.096,1,0.742
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,416.667,1,120.192,-78.0,8.585,24.0,28.096,1,0.742
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,416.667,1,120.192,-80.33,8.037,24.0,28.096,1,0.742
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,416.667,1,120.192,-78.23,8.53,24.0,28.096,1,0.742
7,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,714.286,1,94.096,-77.67,7.351,14.0,16.048,1,0.424
7,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,714.286,1,94.096,-74.22,8.163,14.0,16.048,1,0.424
7,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,714.286,1,94.096,-74.85,8.015,14.0,16.048,1,0.424
7,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,714.286,1,94.096,-78.36,7.189,14.0,16.048,1,0.424
7,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,714.286,1,94.096,-76.48,7.631,14.0,16.048,1,0.424
6,878,500.0,8.0,20,1.0,100.0,10.0,80.0,1.0,1428.571,1,138.6,-74.67,5.8,7.0,38.8,1,1.024
6,878,500.0,8.0,20,1.0,100.0,10.0,80.0,1.0,1428.571,1,138.6,-75.34,5.643,7.0,38.8,1,1.024
6,878,500.0,8.0,20,1.0,100.0,10.0,80.0,1.0,1428.571,1,138.6,-78.87,4.813,7.0,38.8,1,1.024
6,878,500.0,8.0,20,1.0,100.0,10.0,80.0,1.0,1428.571,1,138.6,-82.22,4.025,7.0,38.8,1,1.024
6,878,500.0,8.0,20,1.0,100.0,10.0,80.0,1.0,1428.571,1,138.6,-86.07,3.12,7.0,38.8,1,1.024
12,878,250.0,8.0,20,0.0,100.0,10.0,80.0,1.0,15.924,1,1998.144,-76.0,10.39,628.0,759.072,1,20.04
12,878,250.0,8.0,20,0.0,100.0,10.0,80.0,1.0,15.924,1,1998.144,-75.67,10.468,628.0,759.072,1,20.04
12,878,250.0,8.0,20,0.0,100.0,10.0,80.0,1.0,15.924,1,1998.144,-81.72,9.045,628.0,759.072,1,20.04
12,878,250.0,8.0,20,0.0,100.0,10.0,80.0,1.0,15.924,1,1998.144,-80.15,9.415,628.0,759.072,1,20.04
12,878,250.0,8.0,20,0.0,100.0,10.0,80.0,1.0,15.924,1,1998.144,-80.93,9.231,628.0,759.072,1,20.04
12,878,125.0,8.0,20,0.0,100.0,10.0,80.0,1.0,7.962,1,3936.288,-80.87,11.879,1256.0,1518.144,1,40.079
12,878,125.0,8.0,20,0.0,100.0,10.0,80.0,1.0,7.962,1,3936.288,-80.54,11.957,1256.0,1518.144,1,40.079
12,878,125.0,8.0,20,0.0,100.0,10.0,80.0,1.0,7.962,1,3936.288,-77.21,12.74,1256.0,1518.144,1,40.079
12,878,125.0,8.0,20,0.0,100.0,10.0,80.0,1.0,7.962,1,3936.288,-80.52,11.961,1256.0,1518.144,1,40.079
12,878,125.0,8.0,20,0.0,100.0,10.0,80.0,1.0,7.962,1,3936.288,-80.6,11.943,1256.0,1518.144,1,40.079
12,878,500.0,7.0,20,0.0,100.0,10.0,80.0,1.0,36.397,1,940.572,-77.84,7.324,274.75,340.286,1,7.861
12,878,500.0,7.0,20,0.0,100.0,10.0,80.0,1.0,36.397,1,940.572,-73.86,8.26,274.75,340.286,1,7.861
12,878,500.0,7.0,20,0.0,100.0,10.0,80.0,1.0,36.397,1,940.572,-75.34,7.912,274.75,340.286,1,7.861
12,878,500.0,7.0,20,0.0,100.0,10.0,80.0,1.0,36.397,1,940.572,-74.13,8.196,274.75,340.286,1,7.861
12,878,500.0,7.0,20,0.0,100.0,10.0,80.0,1.0,36.397,1,940.572,-76.52,7.634,274.75,340.286,1,7.861
12,878,500.0,6.0,20,0.0,100.0,10.0,80.0,1.0,42.463,1,862.072,-77.36,7.437,235.5,301.036,1,5.961
12,878,500.0,6.0,20,0.0,100.0,10.0,80.0,1.0,42.463,1,862.072,-73.84,8.264,235.5,301.036,1,5.961
12,878,500.0,6.0,20,0.0,100.0,10.0,80.0,1.0,42.463,1,862.072,-76.27,7.693,235.5,301.036,1,5.961
