SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,BPS,CHC,DELAY,RSSI,SNR,TOA,RTOA,ATT,ETX
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,28.0,1.0,831.0,-79.0,6.75,314.0,379.0,1,100
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,28.0,1.0,831.0,-79.0,6.75,314.0,379.0,1,100
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,28.0,1.0,831.0,-80.0,7.0,314.0,379.0,1,100
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,28.0,1.0,831.0,-79.0,6.5,314.0,379.0,1,100
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,28.0,1.0,830.0,-80.0,6.5,314.0,379.0,1,100
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,57.0,1.0,477.0,-78.0,7.75,157.0,189.0,1,49
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,57.0,1.0,477.0,-75.0,7.25,157.0,189.0,1,49
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,57.0,1.0,476.0,-75.0,7.75,157.0,189.0,1,49
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,57.0,1.0,477.0,-74.0,7.25,157.0,190.0,1,50
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,57.0,1.0,477.0,-75.0,7.0,157.0,190.0,1,50
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,113.0,1.0,268.0,-76.0,7.0,79.0,94.0,1,24
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,113.0,1.0,267.0,-74.0,6.75,79.0,95.0,1,25
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,113.0,1.0,268.0,-74.0,6.75,79.0,94.0,1,24
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,113.0,1.0,268.0,-74.0,7.0,79.0,94.0,1,24
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,113.0,1.0,268.0,-74.0,6.75,79.0,95.0,1,25
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,187.0,1.0,180.0,-75.0,8.25,48.0,56.0,1,14
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,187.0,1.0,180.0,-75.0,7.25,48.0,55.0,1,14
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,187.0,1.0,179.0,-75.0,6.75,48.0,56.0,1,14
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,187.0,1.0,180.0,-75.0,8.5,48.0,55.0,1,14
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,187.0,1.0,179.0,-74.0,7.75,48.0,56.0,1,14
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,375.0,1.0,119.0,-76.0,7.25,24.0,28.0,1,7
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,375.0,1.0,119.0,-75.0,7.0,24.0,28.0,1,7
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,375.0,1.0,119.0,-76.0,6.25,24.0,28.0,1,7
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,375.0,1.0,119.0,-75.0,7.0,24.0,28.0,1,7
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,375.0,1.0,119.0,-76.0,6.75,24.0,27.0,1,7
7,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,642.0,1.0,94.0,-74.0,6.0,14.0,16.0,1,4
7,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,642.0,1.0,93.0,-75.0,6.25,14.0,16.0,1,4
7,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,642.0,1.0,93.0,-74.0,5.75,14.0,16.0,1,4
7,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,642.0,1.0,93.0,-75.0,6.0,14.0,16.0,1,4
7,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,642.0,1.0,93.0,-73.0,6.0,14.0,16.0,1,4
6,878,500.0,8.0,20,1.0,100.0,10.0,80.0,1.0,1500.0,1.0,137.0,-72.0,3.5,6.0,38.0,1,10
6,878,500.0,8.0,20,1.0,100.0,10.0,80.0,1.0,1500.0,1.0,137.0,-72.0,3.75,6.0,38.0,1,10
6,878,500.0,8.0,20,1.0,100.0,10.0,80.0,1.0,1500.0,1.0,137.0,-79.0,3.5,6.0,37.0,1,9
6,878,500.0,8.0,20,1.0,100.0,10.0,80.0,1.0,1500.0,1.0,137.0,-74.0,3.75,6.0,37.0,1,9
6,878,500.0,8.0,20,1.0,100.0,10.0,80.0,1.0,1500.0,1.0,137.0,-73.0,3.5,6.0,37.0,1,9
12,878,250.0,8.0,20,0.0,100.0,10.0,80.0,1.0,14.0,1.0,1733.0,-77.0,11.25,627.0,757.0,1,199
12,878,250.0,8.0,20,0.0,100.0,10.0,80.0,1.0,14.0,1.0,1733.0,-76.0,12.0,627.0,758.0,1,200
12,878,250.0,8.0,20,0.0,100.0,10.0,80.0,1.0,14.0,1.0,1733.0,-76.0,11.75,627.0,757.0,1,199
12,878,250.0,8.0,20,0.0,100.0,10.0,80.0,1.0,14.0,1.0,1733.0,-76.0,10.5,627.0,758.0,1,200
12,878,250.0,8.0,20,0.0,100.0,10.0,80.0,1.0,14.0,1.0,1733.0,-76.0,10.75,627.0,758.0,1,200
12,878,125.0,8.0,20,0.0,100.0,10.0,80.0,1.0,7.0,1.0,3408.0,-76.0,9.5,1254.0,1516.0,1,400
12,878,125.0,8.0,20,0.0,100.0,10.0,80.0,1.0,7.0,1.0,3407.0,-76.0,9.75,1254.0,1515.0,1,399
12,878,125.0,8.0,20,0.0,100.0,10.0,80.0,1.0,7.0,1.0,3407.0,-76.0,9.5,1254.0,1516.0,1,400
12,878,125.0,8.0,20,0.0,100.0,10.0,80.0,1.0,7.0,1.0,3407.0,-76.0,9.75,1254.0,1516.0,1,400
12,878,125.0,8.0,20,0.0,100.0,10.0,80.0,1.0,7.0,1.0,3407.0,-76.0,9.0,1254.0,1516.0,1,400
12,878,500.0,7.0,20,0.0,100.0,10.0,80.0,1.0,33.0,1.0,839.0,-76.0,5.5,297.0,355.0,1,93
12,878,500.0,7.0,20,0.0,100.0,10.0,80.0,1.0,33.0,1.0,839.0,-76.0,5.0,297.0,354.0,1,93
12,878,500.0,7.0,20,0.0,100.0,10.0,80.0,1.0,33.0,1.0,839.0,-75.0,5.0,297.0,354.0,1,93
12,878,500.0,7.0,20,0.0,100.0,10.0,80.0,1.0,33.0,1.0,839.0,-75.0,6.5,297.0,355.0,1,93
12,878,500.0,7.0,20,0.0,100.0,10.0,80.0,1.0,33.0,1.0,839.0,-75.0,6.5,297.0,354.0,1,93
12,878,500.0,6.0,20,0.0,100.0,10.0,80.0,1.0,35.0,1.0,782.0,-76.0,6.25,281.0,329.0,1,86
12,878,500.0,6.0,20,0.0,100.0,10.0,80.0,1.0,35.0,1.0,782.0,-76.0,6.75,281.0,330.0,1,87
12,878,500.0,6.0,20,0.0,100.0,10.0,80.0,1.0,35.0,1.0,782.0,-76.0,7.5,281.0,329.0,1,86
12,878,500.0,6.0,20,0.0,100.0,10.0,80.0,1.0,35.0,1.0,782.0,-76.0,7.5,281.0,329.0,1,86
12,878,500.0,6.0,20,0.0,100.0,10.0,80.0,1.0,35.0,1.0,782.0,-76.0,7.5,281.0,329.0,1,86
12,878,500.0,5.0,20,0.0,100.0,10.0,80.0,1.0,37.0,1.0,724.0,-77.0,7.5,265.0,305.0,1,80
12,878,500.0,5.0,20,0.0,100.0,10.0,80.0,1.0,37.0,1.0,724.0,-77.0,7.5,265.0,305.0,1,80
12,878,500.0,5.0,20,0.0,100.0,10.0,80.0,1.0,37.0,1.0,725.0,-77.0,5.0,265.0,305.0,1,80
12,878,500.0,5.0,20,0.0,100.0,10.0,80.0,1.0,37.0,1.0,724.0,-75.0,6.5,265.0,306.0,1,80
12,878,500.0,5.0,20,0.0,100.0,10.0,80.0,1.0,37.0,1.0,725.0,-76.0,6.25,265.0,305.0,1,80
12,878,500.0,8.0,17,0.0,100.0,10.0,80.0,1.0,31.0,1.0,897.0,-76.0,5.75,314.0,379.0,1,100
12,878,500.0,8.0,17,0.0,100.0,10.0,80.0,1.0,31.0,1.0,897.0,-74.0,6.5,314.0,379.0,1,100
12,878,500.0,8.0,17,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.0,-74.0,6.5,314.0,379.0,1,100
12,878,500.0,8.0,17,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.0,-74.0,6.25,314.0,379.0,1,100
12,878,500.0,8.0,17,0.0,100.0,10.0,80.0,1.0,31.0,1.0,897.0,-75.0,6.75,314.0,379.0,1,100
12,878,500.0,8.0,16,0.0,100.0,10.0,80.0,1.0,31.0,1.0,897.0,-75.0,6.0,314.0,378.0,1,36
12,878,500.0,8.0,16,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.0,-75.0,5.0,314.0,379.0,1,36
12,878,500.0,8.0,16,0.0,100.0,10.0,80.0,1.0,31.0,1.0,897.0,-75.0,5.5,314.0,379.0,1,36
12,878,500.0,8.0,16,0.0,100.0,10.0,80.0,1.0,31.0,1.0,897.0,-75.0,6.0,314.0,379.0,1,36
12,878,500.0,8.0,16,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.0,-75.0,6.0,314.0,378.0,1,36
12,878,500.0,8.0,15,0.0,100.0,10.0,80.0,1.0,31.0,1.0,897.0,-76.0,4.5,314.0,379.0,1,36
12,878,500.0,8.0,15,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.0,-76.0,5.5,314.0,378.0,1,36
12,878,500.0,8.0,15,0.0,100.0,10.0,80.0,1.0,31.0,1.0,897.0,-76.0,4.5,314.0,379.0,1,36
12,878,500.0,8.0,15,0.0,100.0,10.0,80.0,1.0,31.0,1.0,897.0,-76.0,5.0,314.0,379.0,1,36
12,878,500.0,8.0,15,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.0,-76.0,6.25,314.0,378.0,1,36
12,878,500.0,8.0,14,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.0,-76.0,6.0,314.0,378.0,1,36
12,878,500.0,8.0,14,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.0,-77.0,5.5,314.0,379.0,1,36
12,878,500.0,8.0,14,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.0,-77.0,7.25,314.0,379.0,1,36
12,878,500.0,8.0,14,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.0,-76.0,5.5,314.0,379.0,1,36
12,878,500.0,8.0,14,0.0,100.0,10.0,80.0,1.0,31.0,1.0,896.0,-77.0,6.5,314.0,379.0,1,36
12,878,500.0,8.0,20,0.0,100.0,6.0,80.0,1.0,35.0,1.0,831.0,-73.0,8.0,281.0,346.0,1,91
12,878,500.0,8.0,20,0.0,100.0,6.0,80.0,1.0,35.0,1.0,831.0,-73.0,7.5,281.0,347.0,1,91
12,878,500.0,8.0,20,0.0,100.0,6.0,80.0,1.0,35.0,1.0,831.0,-74.0,6.75,281.0,346.0,1,91
12,878,500.0,8.0,20,0.0,100.0,6.0,80.0,1.0,35.0,1.0,831.0,-75.0,7.25,281.0,346.0,1,91
12,878,500.0,8.0,20,0.0,100.0,6.0,80.0,1.0,35.0,1.0,831.0,-73.0,7.75,281.0,346.0,1,91
