SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,BPS,CHC,DELAY,RSSI,SNR,TOA,RTOA,ATT,ETX
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,31.847,1,1019.072,-101.95,1.655,314.0,379.536,1,1
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,31.847,1,1019.072,-98.51,2.464,314.0,379.536,1,1
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,31.847,1,1019.072,-100.37,2.026,314.0,379.536,1,1
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,31.847,1,1019.072,-97.06,2.805,314.0,379.536,1,1
12,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,31.847,1,1019.072,-97.0,2.819,314.0,379.536,1,1
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,63.694,1,477.536,-96.19,3.428,157.0,189.768,1,1
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,63.694,1,477.536,-93.25,4.119,157.0,189.768,1,1
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,63.694,1,477.536,-102.18,2.02,157.0,189.768,1,1
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,63.694,1,477.536,-100.38,2.443,157.0,189.768,1,1
11,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,63.694,1,477.536,-96.92,3.256,157.0,189.768,1,1
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,105.263,1,300.768,-96.27,4.552,95.0,111.384,1,1
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,105.263,1,300.768,-100.01,3.673,95.0,111.384,1,1
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,105.263,1,300.768,-94.44,4.983,95.0,111.384,1,1
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,105.263,1,300.768,-102.16,3.167,95.0,111.384,1,1
10,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,105.263,1,300.768,-97.32,4.306,95.0,111.384,1,1
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,208.333,1,181.384,-97.14,4.443,48.0,56.192,1,1
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,208.333,1,181.384,-102.78,3.117,48.0,56.192,1,1
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,208.333,1,181.384,-101.14,3.502,48.0,56.192,1,1
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,208.333,1,181.384,-100.8,3.582,48.0,56.192,1,1
9,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,208.333,1,181.384,-101.47,3.425,48.0,56.192,1,1
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,416.667,1,120.192,-100.55,3.282,24.0,28.096,1,1
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,416.667,1,120.192,-104.66,2.316,24.0,28.096,1,1
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,416.667,1,120.192,-102.15,2.906,24.0,28.096,1,1
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,416.667,1,120.192,-97.4,4.023,24.0,28.096,1,1
8,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,416.667,1,120.192,-99.32,3.571,24.0,28.096,1,1
7,878,500.0,8.0,20,0.0,100.0,10.0,80.0,1.0,714.286,1,94.096,-97.53,2.682,14.0,16.048,1,1
